group,name,vers,desc,url,build
voip,sipsak,0.9.6,"A small command line tool for developers and administrators of Session Initiation Protocol (SIP) applications.","http://sipsak.org",1388155410
windows,sipscan,0.1,"A sip scanner.","http://www.hackingvoip.com/sec_tools.html",1483212597
scanner,sipshock,7.6ab5591,"A scanner for SIP proxies vulnerable to Shellshock.","https://github.com/zaf/sipshock",1483212608
automation,sipvicious,0.2.8,"Tools for auditing SIP devices","http://blog.sipvicious.org",1492002576
webapp,sitediff,3.1383935,"Fingerprint a web app using local files as the fingerprint sources.","https://github.com/digininja/sitediff",1498296878
fuzzer,skipfish,2.10b,"A fully automated, active web application security reconnaissance tool","http://code.google.com/p/skipfish/",1441543936
cracker,skul,14.e2c33ef,"A PoC to bruteforce the Cryptsetup implementation of Linux Unified Key Setup (LUKS).","https://github.com/cryptcoffee/skul",1468010867
drone,skyjack,16.24e3878,"Takes over Parrot drones, deauthenticating their true owner and taking over control, turning them into zombie drones under your own control.","https://github.com/samyk/skyjack",1511426999
windows,skype-dump,0.1,"This is a tool that demonstrates dumping MD5 password hashes from the configuration file in Skype.","http://packetstormsecurity.com/files/119155/Skype-Hash-Dumper.0.html",1483212622
forensic,skypefreak,33.9347a65,"A Cross Platform Forensic Framework for Skype.","http://osandamalith.github.io/SkypeFreak/",1483212630
forensic,sleuthkit,4.6.0,"File system and media management forensic analysis tools","http://www.sleuthkit.org/sleuthkit",1519222456
fuzzer,sloth-fuzzer,39.9f7f59a,"A smart file fuzzer.","https://github.com/mfontanini/sloth-fuzzer",1455460389
,slowhttptest,1.7,"Highly configurable tool that simulates some Application Layer Denial of Service (DoS) attacks","https://github.com/shekyan/slowhttptest",1505735981
dos,slowloris,0.7,"A tool which is written in perl to test http-server vulnerabilites for connection exhaustion denial of service (DoS) attacks so you can enhance the security of your webserver.","http://ha.ckers.org/slowloris/",1483212635
dos,slowloris-py,23.a89668c,"Low bandwidth DoS tool.","https://github.com/gkbrk/slowloris",1519862620
scanner,slurp,56.ec2d00e,"S3 bucket enumerator","https://github.com/bbb31/slurp",1518979418
disassembler,smali,2.2.2,"Assembler/disassembler for Android's dex format","https://github.com/JesusFreke/smali",1509564459
mobile,smali-cfgs,6.4450418,"Smali Control Flow Graph's.","https://github.com/ch0psticks/Smali-CFGs",1483212658
mobile,smalisca,58.1aa7a16,"Static Code Analysis for Smali files.","https://github.com/dorneanu/smalisca",1489076806
exploitation,smap,24.3ed1ac7,"Shellcode mapper - Handy tool for shellcode analysis.","https://github.com/suraj-root/smap",1513521917
mobile,smartphone-pentest-framework,104.fc45347,"Repository for the Smartphone Pentest Framework (SPF).","https://github.com/georgiaw/Smartphone-Pentest-Framework",1442149229
cracker,smbbf,0.9.1,"SMB password bruteforcer.","http://packetstormsecurity.com/files/25381/smbbf.9.1.tar.gz.html",1441698967
recon,smbcrunch,9.f1d7085,"3 tools that work together to simplify reconaissance of Windows File Shares.","https://github.com/Raikia/SMBCrunch",1520023740
scanner,smbexec,148.7827616,"A rapid psexec style attack with samba tools.","https://github.com/pentestgeek/smbexec",1488229022
scanner,smbmap,57.cdb4851,"A handy SMB enumeration tool.","https://github.com/ShawnDEvans/smbmap",1488296835
windows,smbrelay,3,"SMB / HTTP to SMB replay attack toolkit.","http://www.tarasco.org/security/smbrelay/",1483212725
scanner,smbspider,10.7db9323,"A lightweight python utility for searching SMB/CIFS/Samba file shares.","https://github.com/T-S-A/smbspider",1483212737
spoof,smikims-arpspoof,14.7fd3021,"Performs an ARP spoofing attack using the Linux kernel's raw sockets.","https://github.com/smikims/arpspoof",1445754361
scanner,smod,53.7eb8423,"A modular framework with every kind of diagnostic and offensive feature you could need in order to pentest modbus protocol.","https://github.com/enddo/smod",1498515451
webapp,smplshllctrlr,9.2baf390,"PHP Command Injection exploitation tool.","https://github.com/z0noxz/smplshllctrlr",1468411590
fuzzer,smtp-fuzz,1.0,"Simple smtp fuzzer.","none",1483212757
scanner,smtp-test,3.acbe743,"Automated testing of SMTP servers for penetration testing.","https://github.com/isaudits/smtp-test",1483212781
recon,smtp-user-enum,1.2,"Username guessing tool primarily for use against the default Solaris SMTP service. Can use either EXPN, VRFY or RCPT TO.","http://pentestmonkey.net/tools/user-enumeration/smtp-user-enum",1483212797
scanner,smtp-vrfy,1.0,"An SMTP Protocol Hacker.",,1484422641
fingerprint,smtpmap,0.8.234_BETA,"Tool to identify the running smtp software on a given host.","http://www.projectiwear.org/~plasmahh/software.html",1441545417
fingerprint,smtpscan,0.5,"An SMTP scanner","http://packetstormsecurity.com/files/31102/smtpscan.5.tar.gz.html",1483227512
scanner,smtptx,1.0,"A very simple tool used for sending simple email and do some basic email testing from a pentester perspective.","http://www.0x90.se/",1483385378
automation,sn00p,0.8,"A modular tool written in bourne shell and designed to chain and automate security tools and tests.","http://www.nullsecurity.net/tools/automation.html",1483212811
recon,sn1per,210.1ea0c2d,"Automated Pentest Recon Scanner.","https://github.com/1N3/Sn1per",1515242741
sniffer,snapception,8.c156f9e,"Intercept and decrypt all snapchats received over your network.","https://github.com/thebradbain/snapception",1485475118
exploitation,snarf-mitm,41.bada142,"SMB Man in the Middle Attack Engine / relay suite.","https://github.com/purpleteam/snarf",1483212834
networking,sniffer,4.688854e,"Packet Trace Parser for TCP, SMTP Emails, and HTTP Cookies.","https://github.com/julioreynaga/sniffer",1503152472
defensive,sniffjoke,0.4.1,"Injects packets in the transmission flow that are able to seriously disturb passive analysis like sniffing, interception and low level information theft.","http://www.delirandom.net/sniffjoke/",1441545788
windows,snitch,1.2,"Turn back the asterisks in password fields to plaintext passwords.","http://ntsecurity.nu/toolbox/snitch/",1469744848
cracker,snmp-brute,15.64ec0ce,"SNMP brute force, enumeration, CISCO config downloader and password cracking script.","https://github.com/SECFORCE/SNMP-Brute",1483212870
fuzzer,snmp-fuzzer,0.1.1,"SNMP fuzzer uses Protos test cases with an entirely new engine written in Perl.","http://www.arhont.com/en/category/resources/tools-utilities/",1484422728
networking,snmpattack,1.8,"SNMP scanner and attacking tool.","http://www.c0decafe.de/",1516656800
networking,snmpcheck,1.8,"A free open source utility to get information via SNMP protocols.","http://www.nothink.org/perl/snmpcheck/",1483212876
scanner,snmpenum,1.7,"An snmp enumerator.","http://www.filip.waeytens.easynet.be/",1516656993
scanner,snmpscan,0.1,"A free, multi-processes SNMP scanner.","http://www.nothink.org/perl/snmpscan/index.php",1516657529
scanner,snoopbrute,17.589fbe6,"Multithreaded DNS recursive host brute-force tool.","https://github.com/m57/snoopbrute",1483212909
drone,snoopy-ng,128.eac73f5,"A distributed, sensor, data collection, interception, analysis, and visualization framework.","https://github.com/sensepost/snoopy-ng",1485475383
defensive,snort,2.9.11.1,"A lightweight network intrusion detection system.","http://www.snort.org",1516788236
crypto,snow,20130616,"Steganography program for concealing messages in text files.","http://darkside.com.au/snow/index.html",1441546355
windows,snowman,0.1.0,"A native code to C/C++ decompiler, see the examples of generated code.","http://derevenets.com/",1483212932
windows,snscan,1.05,"A Windows based SNMP detection utility that can quickly and accurately identify SNMP enabled devices on a network.","http://www.mcafee.com/uk/downloads/free-tools/snscan.aspx",1483212959
webapp,snuck,6.76196b6,"Automatic XSS filter bypass.","https://github.com/mauro-g/snuck",1486216834
proxy,soapui,5.4.0,"The Swiss-Army Knife for SOAP Testing.","https://www.soapui.org/downloads/soapui/source-forge.html",1519676582
networking,socat,1.7.3.2,"Multipurpose relay","http://www.dest-unreach.org/socat/",1489377783
social,social-vuln-scanner,11.91794c6,"Gathers public information on companies to highlight social engineering risk.","https://github.com/Betawolf/social-vuln-scanner",1483213019
social,socialfish,37.e531d83,"Ultimate phishing tool with Ngrok integrated.","https://github.com/UndeadSec/SocialFish",1519593591
fuzzer,socketfuzz,26.089add2,"Simple socket fuzzer.","https://github.com/landw1re/socketfuzz",1488630253
networking,sockstat,0.3,"A tool to let you view information about open connections. It is similar to the tool of the same name that is included in FreeBSD, trying to faithfully reproduce as much functionality as is possible.","https://packages.debian.org/unstable/main/sockstat",1441546417
binary,soot,2.5.0,"A Java Bytecode Analysis and Transformation Framework.","http://www.sable.mcgill.ca/soot",1483213029
windows,spade,114,"A general-purpose Internet utility package, with some extra features to help in tracing the source of spam and other forms of Internet harassment.","http://www.hoobie.net/brutus/",1483213037
webapp,spaf,11.671a976,"Static Php Analysis and Fuzzer.","https://github.com/Ganapati/spaf",1483213045
webapp,spaghetti,5.4603dd4,"Web Application Security Scanner.","https://github.com/m4ll0k/Spaghetti",1519862634
scanner,sparta,21.b0a4514,"Python GUI application which simplifies network infrastructure penetration testing by aiding the penetration tester in the scanning and enumeration phase.","http://sparta.secforce.com/",1497786477
fingerprint,spartan,16.6fd5fa7,"Frontpage and Sharepoint fingerprinting and attack tool.","https://github.com/sensepost/SPartan",1496601005
webapp,sparty,0.1,"An open source tool written in python to audit web applications using sharepoint and frontpage architecture.","http://sparty.secniche.org/",1483213070
wireless,spectools,2010_04_R1,"Spectrum-Tools is a set of utilities for using the Wi-Spy USB spectrum analyzer hardware. Stable version.","http://www.kismetwireless.net/spectools/",1388155368
cracker,speedpwn,8.3dd2793,"An active WPA/2 Bruteforcer, original created to prove weak standard key generation in different ISP labeled routers without a client is connected.","https://gitorious.org/speedpwn/",1408961139
social,spf,77.d93da93,"A python tool designed to allow for quick recon and deployment of simple social engineering phishing exercises.","https://github.com/tatanus/SPF",1509006887
recon,spfmap,8.a42d15a,"A program to map out SPF and DKIM records for a large number of domains.","https://github.com/BishopFox/spfmap",1468935780
recon,spiderfoot,2.11.0,"The Open Source Footprinting Tool.","http://spiderfoot.net/",1511180633
fuzzer,spiderpig-pdffuzzer,0.1,"A javascript pdf fuzzer","https://code.google.com/p/spiderpig-pdffuzzer/",1441546792
webapp,spiga,540.c73e4ff,"Configurable web resource scanner.","https://github.com/getdual/scripts-n-tools/blob/master/spiga.py",1518563479
fuzzer,spike,2.9,"IMMUNITYsec's fuzzer creation kit in C","http://www.immunitysec.com/resources-freesoftware.shtml",1441546872
webapp,spike-proxy,148,"A Proxy for detecting vulnerabilities in web applications","http://www.immunitysec.com/resources-freesoftware.shtml",1483213135
networking,spiped,1.5.0,"A utility for creating symmetrically encrypted and authenticated pipes between socket addresses.","https://www.tarsnap.com/spiped.html",1441546999
webapp,spipscan,69.4ad3235,"SPIP (CMS) scanner for penetration testing purpose written in Python.","https://github.com/PaulSec/SPIPScan",1483213149
code-audit,splint,3.1.2.git20180129,"A tool for statically checking C programs for security vulnerabilities and coding mistakes","http://repo.or.cz/splint-patched.git",1517240229
automation,sploitctl,70.907b405,"Fetch, install and search exploit archives from exploit sites like exploit-db and packetstorm.","https://github.com/BlackArch/sploitctl",1513023760
fuzzer,sploitego,153.d9568dc,"Maltego Penetration Testing Transforms.","https://github.com/allfro/sploitego",1483213180
recon,spoofcheck,16.8cce591,"Simple script that checks a domain for email protections.","https://github.com/bishopfox/spoofcheck",1496600809
bluetooth,spooftooph,0.5.2,"Designed to automate spoofing or cloning Bluetooth device Name, Class, and Address. Cloning this information effectively allows Bluetooth device to hide in plain sight","http://www.hackfromacave.com/projects/spooftooph.html",1441547177
networking,sps,4.3,"A Linux packet crafting tool. Supports IPv4, IPv6 including extension headers, and tunneling IPv6 over IPv4.","https://sites.google.com/site/simplepacketsender/",1441547356
webapp,sqid,0.3,"A SQL injection digger.","http://sqid.rubyforge.org/",1441700092
fuzzer,sqlbrute,1.0,"Brute forces data out of databases using blind SQL injection.","http://www.justinclarke.com/archives/2006/03/sqlbrute.html",1483213206
windows,sqldict,2.1,"A dictionary attack tool for SQL Server.","http://ntsecurity.nu/toolbox/sqldict/",1483213211
,sqlite2,2.8.17,"A C library that implements an SQL database engine.","http://www.sqlite.org/",1502284438
scanner,sqlivulscan,246.b1a2261,"This will give you the SQLi Vulnerable Website Just by Adding the Dork.","https://github.com/Hadesy2k/sqlivulscan",1514583643
webapp,sqlmap,1.2.2,"Automatic SQL injection and database takeover tool","http://sqlmap.org",1518093137
exploitation,sqlninja,0.2.999,"A tool targeted to exploit SQL Injection vulnerabilities on a web application that uses Microsoft SQL Server as its back-end.","http://sqlninja.sourceforge.net/",1483213227
cracker,sqlpat,1.0.1,"This tool should be used to audit the strength of Microsoft SQL Server passwords offline.","http://www.cqure.net/wp/sqlpat/",1441547658
windows,sqlping,4,"SQL Server scanning tool that also checks for weak passwords using wordlists.","http://www.sqlsecurity.com/downloads",1483213234
windows,sqlpowerinjector,1.2,"Application created in .Net 1.1 that helps the penetration tester to find and exploit SQL injections on a web page.","http://www.sqlpowerinjector.com/download.htm",1486200501
exploitation,sqlsus,0.7.2,"An open source MySQL injection and takeover tool, written in perl","http://sqlsus.sourceforge.net/",1483213240
,ssdeep,2.13,"A program for computing context triggered piecewise hashes.","http://ssdeep.sourceforge.net/",1441547749
scanner,ssdp-scanner,1.0,"SSDP amplification scanner written in Python. Makes use of Scapy.","http://packetstormsecurity.com/files/127994/SSDP-Amplification-Scanner.html",1441730350
scanner,ssh-audit,165.22b671e,"SSH server auditing (banner, key exchange, encryption, mac, compression, compatbility, etc).","https://github.com/arthepsy/ssh-audit",1493126227
honeypot,ssh-honeypot,53.05a6377,"Fake sshd that logs ip addresses, usernames, and passwords.","https://github.com/droberson/ssh-honeypot",1501845096
exploitation,ssh-mitm,104.fcee8c9,"SSH man-in-the-middle tool.","https://github.com/jtesta/ssh-mitm",1515176124
cracker,ssh-privkey-crack,0.4,"A SSH private key cracker.","https://code.google.com/p/lusas/",1441547833
scanner,ssh-user-enum,7.ae453c1,"SSH User Enumeration Script in Python Using The Timing Attack.","https://github.com/nccgroup/ssh-user-enum",1483213267
cracker,sshatter,1.2,"Password bruteforcer for SSH.","http://www.nth-dimension.org.uk/downloads.php?id=34",1504375162
cracker,sshscan,1.0,"A horizontal SSH scanner that scans large swaths of IPv4 space for a single SSH user and pass.","https://github.com/getdual/scripts-n-tools/blob/master/sshscan.py",1483213251
cracker,sshtrix,0.0.2,"A very fast multithreaded SSH login cracker.","http://nullsecurity.net/tools/cracker.html",1441547891
tunnel,sshtunnel,0.1.2,"Pure python SSH tunnels.","https://pypi.python.org/pypi/sshtunnel",1483213259
proxy,sshuttle,0.78.3,"Transparent proxy server that forwards all TCP packets over ssh","https://github.com/sshuttle/sshuttle",1499703119
recon,ssl-hostname-resolver,1,"CN (Common Name) grabber on X.509 Certificates over HTTPS.","http://packetstormsecurity.com/files/120634/Common-Name-Grabber-Script.html",1484422875
sniffer,ssl-phuck3r,2.0,"All in one script for Man-In-The-Middle attacks.","https://github.com/zombiesam/ssl_phuck3r",1441548277
misc,sslcat,1.0,"SSLCat is a simple Unix utility that reads and writes data across an SSL enable network connection.","http://www.bindshell.net/tools/sslcat",1395015222
scanner,sslcaudit,524.f218b9b,"Utility to perform security audits of SSL/TLS clients.","https://github.com/grwl/sslcaudit",1483213275
sniffer,ssldump,0.9b3,"an SSLv3/TLS network protocol analyzer","http://www.rtfm.com/ssldump/",1446640542
networking,sslh,1.19c,"SSL/SSH/OpenVPN/XMPP/tinc port multiplexer","https://www.rutschle.net/tech/sslh/README.html",1518534808
scanner,ssllabs-scan,1.4.0,"Command-line client for the SSL Labs APIs","https://github.com/ssllabs/ssllabs-scan",1481468104
scanner,sslmap,0.2.0,"A lightweight TLS/SSL cipher suite scanner.","http://thesprawl.org/projects/latest/",1483213292
cracker,sslnuke,5.c5faeaa,"Transparent proxy that decrypts SSL traffic and prints out IRC messages.","https://github.com/jtripper/sslnuke",1441548219
scanner,sslscan,1.10.2,"A fast tools to scan SSL services, such as HTTPS to determine the ciphers that are supported","https://github.com/DinoTools/sslscan/",1495216196
sniffer,sslsniff,0.8,"A tool to MITM all SSL connections on a LAN and dynamically generate certs for the domains that are being accessed on the fly","http://www.thoughtcrime.org/software/sslsniff/",1388155363
,sslsplit,0.5.2,"Tool for man-in-the-middle attacks against SSL/TLS encrypted network connections","https://www.roe.ch/SSLsplit",1519233108
,sslstrip,0.9,"Python tool to hijack HTTPS connections during a MITM attack","http://www.thoughtcrime.org/software/sslstrip/",1432724682
crypto,sslyze,1.1.5,"Python tool for analyzing the configuration of SSL servers and for identifying misconfigurations.","https://github.com/nabla-c0d3/sslyze/",1511180678
malware,ssma,202.e2599c0,"Simple Static Malware Analyzer.","https://github.com/secrary/SSMA",1518394438
proxy,ssrf-proxy,293.e79da7a,"Facilitates tunneling HTTP communications through servers vulnerable to Server-Side Request Forgery.","https://github.com/bcoles/ssrf_proxy",1515179817
exploitation,stackflow,2.2af525d,"Universal stack-based buffer overfow exploitation tool.","https://github.com/d4rkcat/stackflow",1483213435
exploitation,staekka,9.57787ca,"This plugin extends Metasploit for some missing features and modules allowing interaction with other/custom exploits/ways of getting shell access.","https://github.com/j-t/staekka",1499632371
proxy,starttls-mitm,7.b257756,"A mitm proxy that will transparently proxy and dump both plaintext and TLS traffic.","https://github.com/ipopov/starttls-mitm",1483213443
automation,statsprocessor,0.11,"A high-performance word-generator based on per-position Markov-attack.","http://hashcat.net/wiki/doku.php?id=statsprocessor",1441548736
stego,stegdetect,18.3163085,"An automated tool for detecting steganographic content in images.","https://github.com/redNixon/stegdetect",1503545986
anti-forensic,steghide,0.5.1,"Embeds a message in a file by replacing some of the least significant bits","http://steghide.sourceforge.net",1449330745
stego,stegolego,8.85354f6,"Simple program for using stegonography to hide data within BMP images.","https://github.com/razc411/StegoLeggo",1477835902
tunnel,stegosip,10.d45c092,"TCP tunnel over RTP/SIP.","https://github.com/epinna/Stegosip",1484570344
stego,stegsolve,1.0,"Steganography Solver.","https://github.com/zardus/ctf-tools/blob/master/stegsolve/install",1492957836
sniffer,stenographer,464.0e212ae,"A packet capture solution which aims to quickly spool all packets to disk, then provide simple, fast access to subsets of those packets.","https://github.com/google/stenographer",1517518238
stego,stepic,0.3,"A python image steganography tool.","http://domnit.org/stepic/doc/",1483213454
scanner,sticky-keys-hunter,15.c816fc9,"Script to test an RDP host for sticky keys and utilman backdoor.","https://github.com/ztgrace/sticky_keys_hunter",1492958253
,stomper,0.4.1,"A transport neutral client implementation of the STOMP protocol.","http://code.google.com/p/stomper/",1483213465
misc,stompy,0.0.4,"An advanced utility to test the quality of WWW session identifiers and other tokens that are meant to be unpredictable.","http://lcamtuf.coredump.cx/",1447174891
voip,storm-ring,0.1,"This simple tool is useful to test a PABX with 'allow guest' parameter set to 'yes' (in this scenario an anonymous caller could place a call).","http://packetstormsecurity.com/files/115852/Storm-Ringing-PABX-Test-Tool.html",1483213469
,strace,4.18,"A diagnostic, debugging and instructional userspace tracer","http://sourceforge.net/projects/strace/",1500281169
scanner,striker,52.3e16a24,"An offensive information and vulnerability scanner.","https://github.com/UltimateHackers/Striker",1520072575
proxy,striptls,53.eff1d59,"Proxy PoC implementation of STARTTLS stripping attacks.","https://github.com/tintinweb/striptls",1500725265
scanner,strutscan,4.8712c12,"Apache Struts2 vulnerability scanner written in Perl.","https://github.com/riusksk/StrutScan",1483213482
networking,stunnel,5.44,"A program that allows you to encrypt arbitrary TCP connections inside SSL","https://www.stunnel.org/",1515553711
windows,sub7,2.2,"A remote administration tool. No further comments ;-)","https://dl.packetstormsecurity.net/trojans/Subseven.2.2.zip",1486203526
scanner,subbrute,1.2.1,"A DNS meta-query spider that enumerates DNS records and subdomains","https://github.com/TheRook/subbrute",1443593603
recon,subdomainer,1.2,"A tool designed for obtaining subdomain names from public sources.","http://www.edge-security.com/subdomainer.php",1518192424
recon,sublist3r,115.832d544,"A Fast subdomains enumeration tool for penetration testers.",,1512080829
exploitation,subterfuge,5.0,"Automated Man-in-the-Middle Attack Framework","http://kinozoa.com",1441549414
cracker,sucrack,1.2.3,"A multi-threaded Linux/UNIX tool for brute-force cracking local user accounts via su","http://labs.portcullis.co.uk/application/sucrack",1441549510
fuzzer,sulley,1.0.e72d343,"A pure-python fully automated and unattended fuzzing framework.","https://github.com/OpenRCE/sulley/",1496655284
windows,superscan,4.1,"Powerful TCP port scanner, pinger, resolver.","http://www.foundstone.com/us/resources/proddesc/superscan.htm",1483213497
defensive,suricata,4.0.4,"An Open Source Next Generation Intrusion Detection and Prevention Engine.","http://openinfosecfoundation.org/index.php/download-suricata",1520026704
scanner,svn-extractor,39.39941be,"A simple script to extract all web resources by means of .SVN folder exposed over network.","https://github.com/anantshri/svn-extractor",1491950469
networking,swaks,20170101.0,"Swiss Army Knife SMTP; Command line SMTP testing, including TLS and AUTH","http://jetmore.org/john/code/swaks/",1483351860
forensic,swap-digger,27.2d67930,"A tool used to automate Linux swap analysis during post-exploitation or forensics.","https://github.com/sevagas/swap_digger",1501410446
scanner,swarm,41.1713c1e,"A distributed penetration testing tool.","https://github.com/Arvin-X/swarm",1483213512
reversing,swfintruder,0.9.1,"First tool for testing security in Flash movies. A runtime analyzer for SWF external movies. It helps to find flaws in Flash.","http://code.google.com/p/swfintruder/",1441550015
binary,swftools,0.9.2,"A collection of SWF manipulation and creation utilities","http://www.swftools.org/",1449450655
spoof,sylkie,0.0.4.r1.gd849935,"IPv6 address spoofing with the Neighbor Discovery Protocol.","https://github.com/dlrobertson/sylkie",1516095737
reversing,syms2elf,6.1004741,"A plugin for Hex-Ray's IDA Pro and radare2 to export the symbols recognized to the ELF symbol table.","https://github.com/danigargu/syms2elf",1483213521
dos,synflood,0.1,"A very simply script to illustrate DoS SYN Flooding attack.","http://thesprawl.org/projects/syn-flooder/",1516657624
spoof,synner,1.1,"A custom eth->ip->tcp packet generator (spoofer) for testing firewalls and dos attacks.","http://packetstormsecurity.com/files/69802/synner.c.html",1402829580
scanner,synscan,5.02,"fast asynchronous half-open TCP portscanner","http://www.digit-labs.org/files/tools/synscan/",1441550170
backdoor,syringe,1.9786f35,"A General Purpose DLL & Code Injection Utility.","https://github.com/securestate/syringe",1443868067
recon,sysdig,0.20.0,"Open source system-level exploration and troubleshooting tool","http://www.sysdig.org/",1517303919
windows,sysinternals-suite,2.6,"Sysinternals tools suite.","http://sysinternals.com/",1506808377
dos,t50,5.7.0,"Experimental Multi-protocol Packet Injector Tool.","http://t50.sourceforge.net/",1507814680
defensive,tabi,13.068a406,"BGP Hijack Detection.","https://github.com/ANSSI-FR/tabi",1518979459
scanner,tachyon-scanner,265.d8cf0a6,"Fast Multi-Threaded Web Discovery Tool.","https://github.com/delvelabs/tachyon",1520073191
fuzzer,taof,0.3.2,"Taof is a GUI cross-platform Python generic network protocol fuzzer.","http://taof.sf.net",1498113551
bluetooth,tbear,1.5,"Transient Bluetooth Environment Auditor includes an ncurses-based Bluetooth scanner (a bit similar to kismet), a Bluetooth DoS tool, and a Bluetooth hidden device locator.","http://freshmeat.net/projects/t-bear",1393937943
dos,tcgetkey,0.1,"A set of tools that deal with acquiring physical memory dumps via FireWire and then scan the memory dump to locate TrueCrypt keys and finally decrypt the encrypted TrueCrypt container using the keys.","http://packetstormsecurity.com/files/119146/tcgetkey.1.html",1441551102
forensic,tchunt-ng,208.b8cf7fc,"Reveal encrypted files stored on a filesystem.","https://github.com/antagon/TCHunt-ng",1490475753
cracker,tckfc,21.a32167e,"TrueCrypt key file cracker.","https://github.com/Octosec/tckfc",1483213598
fuzzer,tcpcontrol-fuzzer,0.1,"2^6 TCP control bit fuzzer (no ECN or CWR).","https://www.ee.oulu.fi/research/ouspg/tcpcontrol-fuzzer",1483213604
networking,tcpcopy,1229.c6e5c59,"A TCP stream replay tool to support real testing of Internet server applications.","https://github.com/session-replay-tools/tcpcopy",1518042983
networking,tcpdump,4.9.2,"Powerful command-line packet analyzer","http://www.tcpdump.org/",1504721293
networking,tcpextract,1.1,"Extracts files from captured TCP sessions. Support live streams and pcap files.","https://pypi.python.org/pypi/tcpextract/",1483213612
networking,tcpflow,1.4.5,"Captures data transmitted as part of TCP connections then stores the data conveniently","https://github.com/simsong/tcpflow",1488874018
sniffer,tcpick,0.2.1,"TCP stream sniffer and connection tracker","http://tcpick.sourceforge.net/",1388155325
exploitation,tcpjunk,2.9.03,"A general tcp protocols testing and hacking utility.","http://code.google.com/p/tcpjunk",1419977938
networking,tcpreplay,4.2.5,"Gives the ability to replay previously captured traffic in a libpcap format","http://tcpreplay.appneta.com",1505156680
networking,tcptraceroute,1.5beta7,"A traceroute implementation using TCP packets.","http://michael.toren.net/code/tcptraceroute/",1441551470
networking,tcpwatch,1.3.1,"A utility written in Python that lets you monitor forwarded TCP connections or HTTP proxy connections.","http://hathawaymix.org/Software/TCPWatch",1483213619
misc,tcpxtract,1.0.1,"A tool for extracting files from network traffic.","http://tcpxtract.sourceforge.net",1441551567
voip,teardown,1.0,"Command line tool to send a BYE request to tear down a call.","http://www.hackingexposedvoip.com/",1441551617
forensic,tekdefense-automater,88.42548cf,"IP URL and MD5 OSINT Analysis","https://github.com/1aN0rmus/TekDefense-Automater",1487531063
,termcap,1.3.1,"Enables programs to use display computer terminals in a device-independent manner.","http://www.catb.org/~esr/terminfo/",1474965479
fuzzer,termineter,0.1.0,"Smart meter testing framework","https://code.google.com/p/termineter/",1441551671
forensic,testdisk,7.0,"Checks and undeletes partitions + PhotoRec, signature based recovery tool","http://www.cgsecurity.org/index.html?testdisk.html",1490813867
crypto,testssl,2.9.5,"Testing TLS/SSL encryption.","https://github.com/drwetter/testssl.sh",1509730811
cracker,tftp-bruteforce,0.1,"TFTP-bruteforcer is a fast TFTP filename bruteforcer written in perl.","http://www.hackingexposedcisco.com/",1441957706
fuzzer,tftp-fuzz,1337,"Master TFTP fuzzing script as part of the ftools series of fuzzers.","http://nullsecurity.net/tools/fuzzer.html",1483213649
proxy,tftp-proxy,0.1,"This tool accepts connection on tftp and reloads requested content from an upstream tftp server. Meanwhile modifications to the content can be done by pluggable modules. So this one's nice if your mitm with some embedded devices.","http://www.c0decafe.de/",1483213656
networking,tgcd,1.1.1,"TCP/IP Gender Changer Daemon utility.","http://tgcd.sourceforge.net/",1486819574
networking,thc-ipv6,3.4,"Complete tool set to attack the inherent protocol weaknesses of IPv6 and ICMP6","https://thc.org/thc-ipv6/",1516923640
cracker,thc-keyfinder,1.0,"Finds crypto keys, encrypted data and compressed data in files by analyzing the entropy of parts of the file.","https://www.thc.org/releases.php",1442352565
cracker,thc-pptp-bruter,0.1.4,"A brute force program that works against pptp vpn endpoints (tcp port 1723).","http://www.thc.org",1441551960
cracker,thc-smartbrute,1.0,"This tool finds undocumented and secret commands implemented in a smartcard.","https://www.thc.org/thc-smartbrute/",1442353011
dos,thc-ssl-dos,1.4,"A tool to verify the performance of SSL. To be used in your authorized and legitimate area ONLY. You need to accept this to make use of it, no use for bad intentions, you have been warned!","http://www.thc.org/thc-ssl-dos/",1441552083
fuzzer,thefuzz,160.b4c2c80,"CLI fuzzing tool.","https://github.com/droberson/thefuzz",1518979476
recon,theharvester,59.2555376,"Python tool for gathering e-mail accounts and subdomain names from different public sources (search engines, pgp key servers).","http://www.edge-security.com/theHarvester.php",1506250239
webapp,themole,0.3,"Automatic SQL injection exploitation tool.","http://sourceforge.net/projects/themole/",1483213672
-malware,thezoo,159.5cd8529,"A project created to make the possibility of malware analysis open and available to the public.","https://github.com/ytisf/theZoo",1518563564
automation,tiger,3.2.3,"A security scanner, that checks computer for known problems. Can also use tripwire, aide and chkrootkit.","http://www.nongnu.org/tiger/",1441552232
recon,tilt,90.2bc2ef2,"An easy and simple tool implemented in Python for ip reconnaissance, with reverse ip lookup.","https://github.com/AeonDave/tilt",1483213678
wireless,timegen,0.4,"This program generates a *.wav file to 'send' an own time signal to DCF77 compatible devices.","http://bastianborn.de/radio-clock-hack/",1446653069
networking,tinc,1.0.33,"VPN (Virtual Private Network) daemon","http://www.tinc-vpn.org/",1510330000
recon,tinfoleak,3.6469eb3,"Get detailed information about a Twitter user activity.","https://github.com/technoskald/tinfoleak/",1483213686
